1 5 13 14 19
1 4 10 14 19
1 4 12 14 19
1 4 11 14 19
1 4 13 14 19
1 5 13 15 20
1 4 12 14 20
1 4 12 14 19
1 4 10 14 19
1 4 11 14 19
1 5 13 14 19
1 4 12 15 19
1 4 10 14 19
1 4 10 14 19
1 6 13 14 19
1 6 13 14 20
1 5 13 14 20
1 5 13 14 20
1 6 13 15 20
1 5 13 14 20
1 5 12 15 19
1 5 13 14 20
1 4 13 14 19
1 5 12 15 20
1 4 12 15 19
1 4 10 15 19
1 4 12 15 20
1 5 13 14 19
1 5 12 14 19
1 4 12 15 19
1 4 11 15 19
1 5 12 14 20
1 5 13 14 19
1 5 13 14 19
1 4 11 14 19
1 4 12 14 19
1 5 13 14 19
1 4 11 14 19
1 4 10 14 19
1 5 12 14 19
1 4 13 14 20
1 4 9 14 20
1 4 12 14 19
1 4 13 15 20
1 5 13 15 20
1 4 10 14 20
1 5 13 15 19
1 4 12 14 19
1 5 13 14 19
1 4 12 14 19
2 8 12 17 21
2 7 12 16 21
2 8 11 17 21
2 5 9 16 21
2 7 10 16 21
2 6 10 16 21
2 7 12 17 22
2 4 9 15 20
2 8 10 16 21
2 5 9 15 21
2 4 9 15 20
2 6 10 16 21
2 6 9 16 20
2 6 10 17 21
2 5 10 15 21
2 8 11 16 21
2 5 10 16 21
2 6 9 16 20
2 7 9 16 21
2 5 9 15 20
2 6 12 17 22
2 6 10 16 21
2 7 9 17 21
2 6 10 17 21
2 7 10 16 21
2 8 10 16 21
2 8 10 17 21
2 8 10 17 22
2 6 10 16 21
2 6 9 15 20
2 5 9 15 20
2 5 9 15 20
2 6 9 15 21
2 6 9 17 22
2 5 10 16 21
2 6 12 16 22
2 8 11 17 21
2 7 9 16 21
2 5 10 16 21
2 5 9 16 21
2 5 9 16 21
2 6 10 16 21
2 6 9 16 21
2 4 9 15 20
2 5 9 16 21
2 6 10 16 21
2 6 10 16 21
2 7 10 16 21
2 5 9 15 20
2 6 10 16 21
3 7 12 18 23
3 6 9 17 22
3 8 10 18 23
3 7 10 18 22
3 7 10 18 23
3 8 10 18 23
3 4 9 16 22
3 8 10 18 22
3 8 9 18 22
3 8 13 18 23
3 7 12 17 23
3 7 9 17 22
3 8 10 18 23
3 6 9 17 23
3 6 10 17 23
3 7 12 17 23
3 7 10 18 22
3 8 13 18 23
3 8 9 18 23
3 6 9 17 21
3 8 12 18 23
3 5 10 17 23
3 8 10 18 23
3 7 9 17 22
3 8 12 18 23
3 8 12 18 22
3 7 10 17 22
3 6 10 17 22
3 7 10 18 23
3 8 10 18 22
3 8 10 18 22
3 8 13 18 23
3 7 10 18 23
3 7 10 17 21
3 6 9 18 21
3 8 10 18 23
3 7 12 18 23
3 7 11 18 22
3 6 10 17 22
3 8 11 18 23
3 8 11 18 23
3 8 11 17 23
3 6 9 17 22
3 8 12 18 23
3 8 12 18 23
3 8 10 17 23
3 7 9 17 22
3 7 10 17 23
3 7 12 18 23
3 6 10 17 22
